,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
3432,A617,"['Eagle UI-50-FS Red Galvanized Steel Type I Gasoline Safety Can with Funnel, 5 Gallon Capacity, 13.5"" Height, 12.5"" Diameter', 'Nashua 322 Multipurpose Foil Tape, 3.2 mil Thick, 9 m Length, 48 mm Width, Aluminum', '3"" X 1-1/4"" Swivel Casters Red Polyurethane Wheel Total Lock Brake 300lb Each (4)', 'The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack', 'DEWALT DCS16200 2-Inch by 16 Gauge Finish Nail (2,500 per Box)', 'Dap 18370 Self-Leveling Concrete 3.0 Sealant 9.0-Ounce', 'DEWALT DW4774 4-1/2-Inch Double-Row Diamond-Cup Grinding-Wheel', 'FastenMaster FMTLOK10-12 TimberLOK Heavy-Duty Wood Screw, 10 Inches, 12-Count', 'Arrow Fastener 256 Genuine T25 3/8-Inch Staples, 1,000-Pack', 'Stanley R120 Rivet Pack Assortment']","Stanley TRA700BN Heavy-Duty Staple & Brad Assortment, 2500-Pack","[1871, 1884, 1885, 37, 447, 517, 334, 1538, 1886, 658]",331,"['<a_44><b_28><c_209>', '<a_202><b_242><c_85>', '<a_87><b_105><c_198>', '<a_224><b_81><c_180>', '<a_42><b_33><c_21>', '<a_244><b_59><c_105>', '<a_193><b_229><c_181>', '<a_224><b_33><c_101>', '<a_42><b_251><c_149>', '<a_224><b_76><c_250>']",<a_42><b_112><c_143>
3433,A1941,"['ABN Titanium Step Drill Bit &ndash; 10 Steps from 1/4""-1-3/8"" Inches for Plastic, Wood, Metal &ndash; Steel, Brass, Aluminum, Copper', 'Large 4"" Angle Welding Magnet Support Jig Holder (4-Pack)', '3"" X 1-1/4"" Swivel Casters Red Polyurethane Wheel Total Lock Brake 300lb Each (4)', '4.5"" x 7/8"" Premium Zirconia Flap Disc Grinding Wheel 60 Grit Type 29-10 Pack', 'Powerbuilt 647501 Heavy Duty 12-Ton Bottle Jack', 'Powerbuilt 640405 Heavy Duty 2-Ton Bottle Jack', '50 Pack - 4.5""x.040""x7/8"" Quality Thin Cut Off Wheels Metal & Stainless Steel']","Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black","[1357, 915, 1885, 460, 2568, 2569, 459]",338,"['<a_17><b_100><c_131>', '<a_104><b_5><c_215>', '<a_87><b_105><c_198>', '<a_17><b_220><c_1>', '<a_87><b_159><c_106>', '<a_87><b_159><c_235>', '<a_193><b_106><c_86>']",<a_107><b_90><c_50>
3434,A3808,"['Jacobs 30373C 1/2"" Hand-Tite Keyless Hammerdrill Chuck 1/2-20 Thread 700 Series', ""Shop Fox D4026 Cabinet Maker's Vise"", 'Anytime Tools 24 pc Wire Brush Wheel & Cup - Brass & Stainless Steel 1/8"" Shank for Rotary Tools', 'RJ45 Tester, Continuity Tester, Coax Tester, LAN Scout Jr. Continuity Tester Klein Tools VDV526-052', 'HDE RJ45 RJ11 RJ12 Cat5 Cat6 UTP Network Cable Tester for LAN Phone Wire Test Tool']","SPACECARE 4 Pack of 2"" Swivel Caster Blue Polyurethane Wheels Base with Brake Top Plate Double Ball","[1978, 664, 822, 1384, 504]",2325,"['<a_224><b_73><c_105>', '<a_193><b_37><c_150>', '<a_193><b_76><c_133>', '<a_211><b_233><c_231>', '<a_158><b_209><c_29>']",<a_87><b_47><c_119>
3435,A3359,"['315 Pieces Roll Pin Assortment Kit Set - SAE', 'Lord & Hodge 1941-2063 1074-4 1/2"" Grommet KIT Refill', 'Oatey 30203 Dark Cutting Oil, Speed Threading, 16-Ounce', 'Oatey 30203 Dark Cutting Oil, Speed Threading, 16-Ounce', 'Accessbuy 180-Piece Rubber Grommet Shop Assortment', 'Digital Clamp Meter AC/DC Auto-Ranging 600 Amp Measures Voltage, Resistance, Temp, More Klein Tools CL800', 'Fluke Networks 26200900 Pro3000 Tone Generator with ABN Clips and RJ11 Plug']",Push-On Alligator Clips for Test Leads,"[834, 1173, 860, 860, 1286, 2619, 754]",758,"['<a_42><b_76><c_232>', '<a_71><b_203><c_144>', '<a_173><b_192><c_144>', '<a_173><b_192><c_144>', '<a_71><b_201><c_34>', '<a_36><b_8><c_154>', '<a_197><b_35><c_191>']",<a_211><b_133><c_85>
3436,A858,"['3M Safety Stripe Tape 5702 Black/Yellow, 1 in x 36 yd 5.4 mil, Conveniently Packaged (Pack of 1)', 'Colgate 360 Total Advanced Full Head Toothbrush, Medium', 'Iliving Commercial Fiberglass Fire-Resistant Trash Can, 7 Quart or 1.75 gal, Rectangular, Beige', 'Georgia-Pacific ADS200B Cormatic Automated Designer Series Towel Dispenser', 'GREAT STUFF Fireblock 12 oz Insulating Foam Sealant', 'WORKSHOP Ash Vacuum Cleaner WS0500ASH, 5-Gallon Ash Vac For Fireplaces, Stoves, BBQ Pits; 3.0 Peak Horsepower Ash Vacuum', 'Performacide 102000 Disinfectant for Hard Non-Porous Surfaces Gallon Kit', 'Rubbermaid Commercial FG264600BLA Tandem Brute Trash Dolly', 'Eureka As1095A Professional Bagless Upright Vacuum Cleaner with High Flow Air Channels-Corded, White', 'Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack)']","ETA hand2mind Plastic Rainbow Fraction Tiles, Math Manipulative (Set of 51)","[312, 1094, 2197, 2178, 2183, 2198, 2163, 1370, 2184, 150]",2075,"['<a_68><b_241><c_90>', '<a_24><b_214><c_229>', '<a_210><b_201><c_44>', '<a_109><b_76><c_225>', '<a_197><b_98><c_86>', '<a_24><b_29><c_61>', '<a_66><b_11><c_11>', '<a_210><b_229><c_97>', '<a_24><b_62><c_229>', '<a_66><b_78><c_36>']",<a_14><b_175><c_144>
3437,A7549,"['Uxcell a14041500ux1277 10Pairs Black Red 13cm JST SM 2Pins Jack Male to F (Pack of 20)', 'NinjaFlex TPU Flexible Filament 1.75mm 50g Midnight (black)', 'URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size', 'HICTOP 5 Meters GT2 2mm pitch 6mm wide Timing Belt for 3D printer CNC', 'Hilitchi 635 Pcs 40 Pin 2.54mm Pitch Single Row Pin Headers,Dupont Connector Housing Female,Dupont Male/Female Pin Connector Kit', '3D Solutech Skin 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG)', 'Bob Smith Industries BSI-151H Insta-Set Super Glue Accelerator, 2 fl. oz.']","eSUN 1.75mm Brown PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Brown","[952, 3478, 176, 3577, 2924, 3631, 1733]",3655,"['<a_23><b_60><c_241>', '<a_223><b_242><c_201>', '<a_17><b_80><c_8>', '<a_158><b_246><c_227>', '<a_73><b_244><c_79>', '<a_223><b_80><c_0>', '<a_99><b_13><c_36>']",<a_223><b_144><c_9>
3438,A7238,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Orange']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",[1573],562,['<a_223><b_198><c_214>'],<a_223><b_198><c_37>
3439,A6496,"['NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE', 'SainSmart PLA-151 PLA Filament (Red)', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', 'LD Green 1.75mm PLA 3D Printer Filament', 'SainSmart 1.75mm PLA Filament 1kg/2.2lb for 3D Printers Reprap, MakerBot (Fluorescein Green)', 'Matter and Form MFS1V1 3D Scanner', 'TwoUp 3D Printer Kit 7"" x 7"" x 5"" Build Dimensions 50 Micron 1.75mm PLA Filament', 'Filabot TB1 Taulman BRIDGE Filament, 1.75 mm, White', 'iRobot Roomba 770 Robotic Vacuum Cleaner', 'Micro Swiss MK10 All Metal Hotend Kit .4mm Nozzle WANHAO, FlashForge, Dremel Idea Builder']","HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Orange","[2714, 2717, 1850, 3659, 3165, 1793, 3154, 3267, 2351, 2500]",3155,"['<a_223><b_242><c_216>', '<a_223><b_66><c_158>', '<a_223><b_198><c_182>', '<a_223><b_118><c_115>', '<a_223><b_89><c_224>', '<a_91><b_248><c_91>', '<a_91><b_197><c_6>', '<a_223><b_240><c_225>', '<a_24><b_91><c_229>', '<a_91><b_10><c_71>']",<a_223><b_72><c_23>
3440,A7124,"['TEMCo Motor Run Capacitor RC0011-30 mfd 370 V VAC volt 30 uf Round HVAC TEMCo AC Electric', 'Capri Tools 20005 Digital Angle Gauge', 'SCStyle 5 Meters GT2 2mm Pitch 6mm Wide Timing Belt for 3D Printer CNC', 'SainSmart DDS Portable Handheld PC-Based USB Digital Storage Oscilloscope (DDS120)', 'Uxcell a11053100ux0301 Female RF Coaxial Connector Straight (Pack of 5)', 'Uxcell a12041700ux0257 6"" SMA Male to SMA Right Angle Male Connector Jumper Pigtail Cable RG316']",DE-5000 Handheld LCR Meter with accessories,"[2426, 1165, 3470, 3078, 3179, 1462]",2416,"['<a_236><b_231><c_10>', '<a_104><b_238><c_41>', '<a_23><b_192><c_221>', '<a_36><b_37><c_112>', '<a_23><b_148><c_141>', '<a_23><b_241><c_73>']",<a_153><b_201><c_178>
3441,A2209,"['J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.', 'Gorilla Super Glue Gel, 15 Gram, Clear', 'Seek Thermal Compact Imager for iOS-Apple', 'Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black']","Gorilla Super Glue Gel, 20 Gram, Clear","[675, 172, 1466, 338]",1959,"['<a_165><b_59><c_69>', '<a_165><b_52><c_74>', '<a_36><b_64><c_122>', '<a_107><b_90><c_50>']",<a_165><b_210><c_108>
3442,A2559,"['Kreg SML-C250-50 2-1/2-Inch #8 Coarse Washer-Head Pocket Screws, 50 Count', 'Cast Acrylic Sheet, Clear, 12"" x 12"" x 0.118"" Size', 'Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs)']",BIQU Heat Bed Power Module Expansion Hot Bed MOS Tube for 3D Printer,"[909, 881, 2485]",2744,"['<a_224><b_172><c_11>', '<a_79><b_194><c_92>', '<a_158><b_72><c_6>']",<a_158><b_232><c_28>
3443,A112,"['Rubbermaid Commercial Products FG263100GRAY Rubbermaid Commercial Round Brute Container Lid, Gray, 32G', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)']","Eagle F-15 HDPE 10"" Poly Funnel For Metal Type I Safety Cans, 4"" Height, 8"" Width, 9"" Length","[526, 119, 119, 119, 119]",536,"['<a_210><b_156><c_215>', '<a_210><b_156><c_39>', '<a_210><b_156><c_39>', '<a_210><b_156><c_39>', '<a_210><b_156><c_39>']",<a_44><b_119><c_9>
3444,A2079,"['The Hillman Group 591516 Small Anchors with Screws Assortment, 95-Pack', 'The Hillman Group 370329 Ribbed Plastic Anchor, 8-10-12 X 1-1/4-Inch, Blue, 100-Pack', 'GORILLA PVC R08000 Pvc Glue 8 OZ, Clear', 'Rectorseal 25790 1-3/4-Ounce Tube No.5&nbsp;Pipe Thread Sealant', 'Superior Pump 99555 Universal Check Valve, Plastic, Fits all 1-1/4-Inch or 1-1/2-Inch MIP or FIP', 'Rutland Products 76C 500-Degree RTV High Heat Silicone Seal, 10.3-Ounce Cartridge, Clear', 'Tekz 45250 Metric Nut and Bolt Assortment - 475 Piece', 'Everflow 811-5 PTFE Thread Seal Tape for Plumbers, White 1/2 Inch x 520 Inch (Pack of 5 Rolls)', 'Duck Brand 299006 3/4-Inch by 60 Feet Utility Vinyl Electrical Tape with Single Roll, Black, 3/4 Inch x Economy', 'J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.']",LOW ODOR DMSO Glass 8 oz Bottle 99.995% Pharma Grade Dimethyl Sulfoxide,"[571, 1861, 716, 1211, 1579, 212, 2592, 789, 165, 675]",771,"['<a_224><b_81><c_234>', '<a_224><b_104><c_19>', '<a_233><b_52><c_47>', '<a_244><b_151><c_147>', '<a_108><b_28><c_178>', '<a_244><b_129><c_78>', '<a_224><b_199><c_215>', '<a_79><b_61><c_4>', '<a_202><b_209><c_236>', '<a_165><b_59><c_69>']",<a_150><b_188><c_0>
3445,A5297,"['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush', 'Philips Sonicare Easy Clean Sonic Electric Toothbrush', '3M 1300 Neoprene High Performance Rubber & Gasket Adhesive, Yellow 5 Oz. Tube (Pack of 1)']","Mill-Rose 70887 Blue Monster PTFE Pipe Thread Sealant Tape, 1-Inch x 1429-Inches, Blue","[1089, 1089, 1668, 1988]",350,"['<a_197><b_159><c_82>', '<a_197><b_159><c_82>', '<a_197><b_165><c_141>', '<a_233><b_227><c_60>']",<a_170><b_10><c_12>
3446,A743,"['Wixey WR300 Digital Angle Gauge', 'Hoover Max Extract 77 Multi-Surface Pro Hardwood Floor and Carpet Cleaner Machine FH50240', 'Science Purchase Disposable Luer-Slip Tip 3mL Syringe, Sterile without Needle, 100 Count', 'Arrow Fastener 259 Genuine T25/T2025 9/16-Inch Staples, 1,000-Pack', '1-1/8"" Blk Coarse Thread Drywall Screw W/ Bugle Head 1# Box', 'Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882)']","T-Rex 241309 Shurtech Ferociously Strong Tape, 12 Yd L X 1.88 in W, 1-Roll, 12 Yards, Gunmetal Gray","[25, 1404, 191, 2022, 1975, 202]",278,"['<a_104><b_196><c_96>', '<a_24><b_94><c_25>', '<a_150><b_109><c_100>', '<a_42><b_251><c_218>', '<a_224><b_84><c_49>', '<a_165><b_15><c_16>']",<a_202><b_118><c_74>
3447,A5470,"['Industrial & Scientific"" />', '3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'Heat High Temperature Resistant Adhesive Gold Tape for Electric Task 30m 12mm']",Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),"[54, 2161, 1552, 1402]",2912,"['<a_15><b_206><c_230>', '<a_223><b_80><c_140>', '<a_223><b_80><c_114>', '<a_206><b_219><c_143>']",<a_158><b_72><c_141>
3448,A3151,"['5 Pcs 50mm x 50mm Right Angle Stainless Steel Corner Bracket', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow","[3303, 84, 562, 1850]",1851,"['<a_71><b_85><c_124>', '<a_104><b_186><c_66>', '<a_223><b_198><c_37>', '<a_223><b_198><c_182>']",<a_223><b_198><c_9>
3449,A7653,"['Dealmed Brand Nitrile Medical Grade Exam Gloves, Disposable, Latex-Free, 200 Count, Size Large', 'Karter Scientific PIPETTE PUMP 25ml Red']",SEOH Mohr Pipets Class B 25ml,"[1533, 1632]",2365,"['<a_206><b_243><c_53>', '<a_94><b_34><c_87>']",<a_94><b_227><c_192>
3450,A1983,"['Parts Express #6 x 3/4"" Deep Thread Pan Head Screws Black 100 Pcs. (1)', 'Dorman Hardware 4-9820 Peghooks, Value-Pack, 28-Piece', 'Dorman Hardware 4-9771 Pliers Holders, 4-Pack', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion']","Super Glue 15187 Super Glue, 12-Pack","[1011, 2160, 1515, 84]",114,"['<a_224><b_211><c_7>', '<a_71><b_98><c_20>', '<a_71><b_67><c_24>', '<a_104><b_186><c_66>']",<a_165><b_214><c_252>
3451,A2232,"['3M Silver Foil Tape 3340, 2-1/2"" x 50 yd, 4.0 mil', 'J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.', '3-IN-ONE  Multi-Purpose PTFE Lubricant, 4 OZ', 'Deflecto Early Warning Road Safety Triangle Kit, Reflective, 3-Pack (73-0711-00)', 'Superior Pump 99555 Universal Check Valve, Plastic, Fits all 1-1/4-Inch or 1-1/2-Inch MIP or FIP', 'Industrial & Scientific"" />']","Forney 72747 Wire Bench Wheel Brush, Fine Crimped with 1/2-Inch and 5/8-Inch Arbor, 6-Inch-by-.008-Inch","[1927, 675, 184, 1479, 1579, 115]",1022,"['<a_202><b_10><c_240>', '<a_165><b_59><c_69>', '<a_173><b_187><c_145>', '<a_15><b_65><c_246>', '<a_108><b_28><c_178>', '<a_233><b_203><c_160>']",<a_193><b_178><c_200>
3452,A2066,"['4"" x 6"" 4 Mil (Heavy Duty) Plymor Brand Zipper Reclosable Storage Bags, DispenserBag Pack of 100', 'Plymor 6"" x 9"", 4 Mil (Pack of 100) Heavy Duty Plastic Reclosable Zipper Bags', 'Plymor 6"" x 9"", 4 Mil (Case of 1000) Heavy Duty Plastic Reclosable Zipper Bags', 'X-Treme Tape TPE-XR1510ZLB Silicone Rubber Self Fusing Tape, 1.5"" x 10\', Rectangular, Black', 'X-Treme Tape TPE-XZLB Silicone Rubber Self Fusing Tape, 1"" x 10\', Triangular, Black']","Duck Brand EZ Start Packing Tape With Dispenser, 1.88 Inch x 22.2 Yard, Clear, 1 Roll (393185)","[723, 1982, 1983, 2045, 975]",724,"['<a_210><b_219><c_140>', '<a_210><b_219><c_10>', '<a_210><b_219><c_1>', '<a_202><b_198><c_10>', '<a_202><b_198><c_77>']",<a_202><b_55><c_251>
3453,A269,"['Industrial & Scientific"" />', '6"" Cup Brush, Nylon Filament, 5/8""-11 Thread, 2500 max.RPM', 'Fluke TP1 Slim-Reach Flat Blade Test Probe with Stainless Steel Tip, 1000V Voltage, 10A Current']","3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear","[1006, 1007, 388]",1008,"['<a_15><b_118><c_0>', '<a_17><b_213><c_223>', '<a_211><b_102><c_167>']",<a_180><b_11><c_69>
3454,A6998,"['Vktech 10pcs 4x6cm Double Side Prototype PCB Universal Printed Circuit Board', 'CO RODE LED Diode 3mm 5mm LED Light Kit Clear with Color White Red Blue Green Yellow, Resistors Included', 'ABN Aluminum Rivet Assortment Set 500-Piece Rivets Kit &ndash; 1/8""x1/4"", 1/8""x5/16"", 1/8""x3/8"", 3/16""x5/16"", 3/16""x3/8"" Inch']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black","[1752, 2692, 3241]",562,"['<a_73><b_164><c_161>', '<a_73><b_215><c_188>', '<a_17><b_105><c_102>']",<a_223><b_198><c_37>
3455,A7506,"['Dremel 3D Printing BT20-01 Build Sheets (Pack of 3)', '3D Solutech Hot Pink 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']",Matter and Form MFS1V1 3D Scanner,"[3677, 1888]",1793,"['<a_223><b_1><c_32>', '<a_223><b_80><c_25>']",<a_91><b_248><c_91>
3456,A4276,"['Polycarbonate Tubing, 1 7/8"" ID x 2"" OD x 1/16"" Wall, Clear Color 24"" L', 'Micro-Swiss HW-NOZ-MK10-04 Plated Brass Wear Resistant Nozzles, 1.75 mm, MK10 (Flash Forge/Dremel/Wanhao) 0.4 mm, Bright Nickel', 'Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', 'Inland 1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', 'HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood']","Bob Smith Industries BSI-151H Insta-Set Super Glue Accelerator, 2 fl. oz.","[2379, 3600, 2932, 1553, 3016]",1733,"['<a_228><b_194><c_71>', '<a_91><b_96><c_90>', '<a_158><b_72><c_219>', '<a_158><b_72><c_191>', '<a_223><b_201><c_101>']",<a_99><b_13><c_36>
3457,A1756,"['Swann-morton Scalpel Blades, #12, 5 Pack | KNF-235.12', 'Jancy Slugger 10208W 1 Gallon Water Soluable Cutting Fluid', 'Electronics-Salon 30 Types 74HCxx Series Logic IC Assortment Kit, High-Speed Si-Gate CMOS IC.', 'SE TL10 10-Piece Test Lead Set with Alligator Clips', 'Vermont American 20371  1/8-27 NPT High Carbon Steel Pipe Tap', 'Remington Industries 28UL1007STRKIT UL1007 28 AWG Gauge Stranded Hook-Up Wire Kit, 300V, 0.0126"" Diameter, 25\' Length', 'Remington Industries 26UL1007STRKIT UL1007 26 AWG Gauge Stranded Hook-Up Wire Kit, 300V, 0.0190"" Diameter, 25\' Length']","100pcs Solder Seal Wire Connectors, Sopoby Heat Shrink Butt Connectors, Waterproof Marine Automotive Electrical Terminals Insulated (35Red 30Blue 25White 10Yellow)","[1313, 1917, 3052, 281, 432, 1099, 2985]",792,"['<a_42><b_139><c_27>', '<a_173><b_182><c_124>', '<a_30><b_183><c_89>', '<a_211><b_100><c_25>', '<a_224><b_125><c_116>', '<a_67><b_152><c_210>', '<a_67><b_152><c_55>']",<a_17><b_96><c_151>
3458,A4881,"['DuPont Teflon Non-Stick', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[774, 181]",181,"['<a_197><b_204><c_0>', '<a_107><b_93><c_0>']",<a_107><b_93><c_0>
3459,A7490,"['3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']","3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","[2659, 3475]",2660,"['<a_223><b_80><c_0>', '<a_223><b_80><c_23>']",<a_223><b_80><c_158>
3460,A5280,"['Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX', 'Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX', 'Dynatron 570 Auto Seam Sealer White Caulk - 12 oz.', 'Polyolefin 2:1 Heat Shrink Tubing 1/16, 1/8, 3/16, 1/4, 3/8, 1/2 , 3/4, 1 Inch', 'Gardner Bender Available DS-110N 1-Pound Duct Seal Compound, Gray Green']","Gardner Bender DS-110N Duct Seal, 1 lb. Pug","[283, 283, 3139, 3296, 1891]",3024,"['<a_44><b_9><c_168>', '<a_44><b_9><c_168>', '<a_244><b_25><c_84>', '<a_228><b_61><c_3>', '<a_170><b_49><c_33>']",<a_170><b_218><c_244>
3461,A619,"['Eagle UI-50-FS Red Galvanized Steel Type I Gasoline Safety Can with Funnel, 5 Gallon Capacity, 13.5"" Height, 12.5"" Diameter', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black', '3D Solutech Hot Pink 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'Filabot TCBL1 Taulman Clear t-glase Filament, 1.75 mm, Black']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark","[1871, 562, 1888, 1889]",1107,"['<a_44><b_28><c_209>', '<a_223><b_198><c_37>', '<a_223><b_80><c_25>', '<a_223><b_143><c_162>']",<a_223><b_198><c_230>
3462,A4519,"['Marathon Universal Fit Pneumatic (Air Filled) Hand Truck / All Purpose Utility Tire on Wheel with Adapter Kit Included', 'Jumbo 51pc Drum Sanding Kit - Fits Dremel - Includes Rubber Drum Mandrels - 1/2, 3/8 & 1/4', 'Dap 09114 Xhose 50-Feet Incredible Expanding Hose', 'SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)', 'Anderson Metals Brass Tube Fitting, Union, 3/8"" x 3/8"" Flare', 'Aven 12002 Stainless Steel Hemostat, Curved Serrated Jaws, Ratchet Lock, 3-1/2"" Length']","Red Devil 0820 100 Percent Silicone Sealant Architectural Grade, Clear, 2.8-Ounce","[583, 75, 2890, 1761, 403, 1109]",1612,"['<a_87><b_54><c_195>', '<a_159><b_63><c_34>', '<a_52><b_233><c_19>', '<a_44><b_4><c_3>', '<a_108><b_58><c_5>', '<a_42><b_124><c_36>']",<a_244><b_195><c_137>
3463,A1609,"['HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'Honeytek A6013L Capacitor Tester', 'Loctite Ultra Gel Control Super Glue 4-Gram (1363589)', 'Vestil PAIL-STL-RI Steel Open Head Pail with Handle, 5 gallon Capacity, Black', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold', '100pcs Solder Seal Wire Connectors, Sopoby Heat Shrink Butt Connectors, Waterproof Marine Automotive Electrical Terminals Insulated (35Red 30Blue 25White 10Yellow)', 'Dry-Packs DP45PLASTIC-10pk 45gm Indicating Silica Gel Hard Plastic Canister, Pack of 10', 'Primefit R1401G Mini Air Regulator with steel-Protected Gauge, 60-Scfm At 100-Psi, 1/4"" Npt', 'Polymaker PM70152 PolyMax Spool, 1.75 mm, 0.75 kg, Blue']","Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear","[500, 395, 652, 59, 493, 2152, 792, 2914, 1584, 2915]",57,"['<a_17><b_62><c_235>', '<a_79><b_24><c_40>', '<a_36><b_11><c_157>', '<a_165><b_214><c_30>', '<a_210><b_168><c_86>', '<a_223><b_198><c_100>', '<a_17><b_96><c_151>', '<a_170><b_143><c_100>', '<a_108><b_22><c_154>', '<a_223><b_231><c_152>']",<a_165><b_247><c_68>
